tGroup,round,epoch,target,outcome,probX,probY,probZ
1-2,4,336,1,1,0.22,0.45,0.31
1-2,4,337,1,1,0.21,0.48,0.29
1-2,4,338,2,2,0.26,0.28,0.60
1-2,4,339,2,2,0.20,0.23,0.64
1-2,4,340,2,2,0.20,0.26,0.74
1-2,4,341,0,2,0.21,0.35,0.37
1-2,4,342,2,2,0.22,0.23,0.73
1-2,4,343,2,2,0.25,0.22,0.67
1-2,4,344,2,2,0.20,0.21,0.77
1-2,4,345,2,2,0.19,0.17,0.72
1-2,4,346,1,1,0.18,0.42,0.37
1-2,4,347,2,2,0.18,0.32,0.50
1-2,4,348,1,1,0.18,0.44,0.38
1-2,4,349,1,1,0.17,0.48,0.36
1-2,4,350,1,1,0.17,0.51,0.34
1-2,4,351,1,1,0.16,0.54,0.32
1-2,4,352,2,2,0.16,0.31,0.74
1-2,4,353,2,2,0.16,0.41,0.47
1-2,4,354,2,2,0.16,0.22,0.73
1-2,4,355,2,2,0.15,0.21,0.75
1-2,4,356,0,2,0.17,0.37,0.43
1-2,4,357,2,2,0.17,0.23,0.79
1-2,4,358,2,2,0.15,0.23,0.81
1-2,4,359,1,1,0.16,0.46,0.36
1-2,4,360,2,2,0.20,0.24,0.71
1-2,4,361,0,2,0.22,0.25,0.40
1-2,4,362,0,2,0.20,0.33,0.38
1-2,4,363,2,2,0.18,0.21,0.78
1-2,4,364,1,1,0.19,0.45,0.32
1-2,4,365,2,2,0.19,0.22,0.76
1-2,4,366,2,2,0.18,0.32,0.48
1-2,4,367,0,2,0.21,0.31,0.40
1-2,4,368,1,1,0.20,0.44,0.32
1-2,4,369,2,2,0.17,0.21,0.78
1-2,4,370,0,2,0.28,0.22,0.35
1-2,4,371,1,2,0.24,0.30,0.42
1-2,4,372,0,0,0.31,0.25,0.30
1-2,4,373,2,2,0.24,0.32,0.42
1-2,4,374,1,1,0.23,0.46,0.29
1-2,4,375,1,1,0.22,0.49,0.28
1-2,4,376,2,2,0.19,0.25,0.75
1-2,4,377,1,1,0.21,0.51,0.28
1-2,4,378,2,2,0.20,0.26,0.73
1-2,4,379,1,2,0.22,0.37,0.40
1-2,4,380,2,2,0.24,0.28,0.63
1-2,4,381,1,1,0.20,0.40,0.39
1-2,4,382,2,1,0.18,0.43,0.41
1-2,4,383,2,2,0.17,0.40,0.46
1-2,4,384,2,2,0.21,0.26,0.70
1-2,4,385,0,2,0.20,0.37,0.38
1-2,4,386,1,1,0.18,0.51,0.31
1-2,4,387,2,2,0.18,0.37,0.48
1-2,4,388,2,2,0.22,0.23,0.72
1-2,4,389,2,2,0.15,0.22,0.83
1-2,4,390,1,1,0.17,0.50,0.34
1-2,4,391,2,2,0.14,0.24,0.82
1-2,4,392,0,2,0.25,0.26,0.37
1-2,4,393,1,1,0.18,0.51,0.31
1-2,4,394,2,2,0.18,0.36,0.49
1-2,4,395,0,2,0.21,0.35,0.38
1-2,4,396,2,2,0.20,0.31,0.50
1-2,4,397,1,1,0.19,0.48,0.33
1-2,4,398,2,2,0.19,0.32,0.52
1-2,4,399,2,2,0.18,0.30,0.56
1-2,4,400,2,2,0.19,0.14,0.80
1-2,4,401,2,2,0.17,0.18,0.85
1-2,4,402,2,2,0.17,0.28,0.61
1-2,4,403,2,2,0.17,0.26,0.64
1-2,4,404,2,2,0.14,0.16,0.89
1-2,4,405,2,2,0.20,0.16,0.82
1-2,4,406,1,2,0.17,0.26,0.60
1-2,4,407,1,2,0.17,0.30,0.55
1-2,4,408,2,2,0.19,0.21,0.77
1-2,4,409,1,1,0.15,0.49,0.37
1-2,4,410,1,2,0.16,0.37,0.49
1-2,4,411,1,1,0.14,0.57,0.32
1-2,4,412,2,2,0.14,0.22,0.75
1-2,4,413,2,2,0.12,0.27,0.83
1-2,4,414,1,1,0.14,0.57,0.32
1-2,4,415,2,2,0.13,0.40,0.53
1-2,4,416,2,2,0.13,0.37,0.57
1-2,4,417,2,2,0.16,0.24,0.77
1-2,4,418,0,2,0.20,0.26,0.42
1-2,4,419,1,2,0.16,0.36,0.48
1-2,4,420,0,2,0.22,0.29,0.35
1-2,4,421,1,2,0.17,0.39,0.42
1-2,4,422,2,2,0.13,0.26,0.79
1-2,4,423,2,2,0.13,0.25,0.80
1-2,4,424,2,2,0.19,0.24,0.70
1-2,4,425,2,2,0.13,0.23,0.82
1-2,4,426,2,2,0.12,0.22,0.83
1-2,4,427,2,2,0.12,0.21,0.84
1-2,4,428,1,2,0.15,0.37,0.45
1-2,4,429,1,1,0.14,0.56,0.29
1-2,4,430,0,1,0.17,0.40,0.34
1-2,4,431,0,2,0.25,0.28,0.29
1-2,4,432,0,0,0.28,0.27,0.27
1-2,4,433,2,2,0.19,0.20,0.75
1-2,4,434,1,1,0.20,0.53,0.25
1-2,4,435,1,1,0.19,0.56,0.24
1-2,4,436,2,2,0.18,0.23,0.75
1-2,4,437,2,2,0.15,0.23,0.78
1-2,4,438,2,2,0.15,0.22,0.79
1-2,4,439,0,1,0.23,0.35,0.31
1-2,4,440,1,1,0.20,0.53,0.24
1-2,4,441,2,2,0.19,0.34,0.45
1-2,4,442,2,2,0.20,0.15,0.73
1-2,4,443,2,2,0.18,0.32,0.51
1-2,4,444,2,2,0.18,0.13,0.77
1-2,4,445,2,2,0.17,0.29,0.57
1-2,4,446,2,2,0.16,0.16,0.86
1-2,4,447,2,2,0.16,0.27,0.61
1-2,4,448,0,2,0.27,0.20,0.41
1-2,4,449,0,2,0.31,0.19,0.38
1-2,4,450,0,0,0.35,0.19,0.35
1-2,4,451,1,1,0.24,0.45,0.30
1-2,4,452,1,2,0.26,0.32,0.40
1-2,4,453,1,2,0.24,0.37,0.37
1-2,4,454,2,2,0.18,0.21,0.80
1-2,4,455,2,2,0.22,0.15,0.72
1-2,4,456,0,0,0.34,0.25,0.28
1-2,4,457,2,2,0.23,0.31,0.50
1-2,4,458,1,2,0.24,0.37,0.39
1-2,4,459,0,0,0.36,0.26,0.27
1-2,4,460,1,1,0.27,0.40,0.34
1-2,4,461,1,1,0.23,0.58,0.23
1-2,4,462,2,2,0.28,0.25,0.64
1-2,4,463,2,2,0.18,0.23,0.80
1-2,4,464,0,0,0.36,0.28,0.26
1-2,4,465,1,1,0.23,0.57,0.23
1-2,4,466,2,2,0.22,0.36,0.47
1-2,4,467,2,2,0.28,0.22,0.69
1-2,4,468,2,2,0.20,0.20,0.82
1-2,4,469,2,2,0.17,0.20,0.84
1-2,4,470,1,1,0.20,0.55,0.28
1-2,4,471,2,2,0.16,0.21,0.84
1-2,4,472,0,0,0.34,0.26,0.29
1-2,4,473,0,0,0.39,0.25,0.28
1-2,4,474,0,0,0.34,0.32,0.30
1-2,4,475,2,2,0.28,0.29,0.49
1-2,4,476,2,2,0.29,0.11,0.75
1-2,4,477,2,2,0.28,0.11,0.77
1-2,4,478,1,1,0.24,0.51,0.28
1-2,4,479,2,2,0.23,0.29,0.55
1-2,4,480,0,0,0.41,0.21,0.32
1-2,4,481,2,2,0.24,0.15,0.84
1-2,4,482,2,2,0.20,0.15,0.86
1-2,4,483,1,1,0.24,0.50,0.28
1-2,4,484,1,2,0.25,0.37,0.39
1-2,4,485,0,0,0.40,0.25,0.27
1-2,4,486,2,2,0.24,0.31,0.52
1-2,4,487,2,2,0.23,0.29,0.56
1-2,4,488,2,2,0.22,0.27,0.60
1-2,4,489,1,1,0.22,0.52,0.31
1-2,4,490,2,2,0.18,0.17,0.87
1-2,4,491,2,2,0.20,0.28,0.61
1-2,4,492,2,2,0.26,0.17,0.78
1-2,4,493,1,1,0.20,0.52,0.33
1-2,4,494,2,2,0.16,0.17,0.88
1-2,4,495,2,2,0.20,0.11,0.83
1-2,4,496,2,2,0.15,0.16,0.89
1-2,4,497,2,2,0.19,0.11,0.84
1-2,4,498,2,2,0.16,0.27,0.66
1-2,4,499,2,2,0.16,0.25,0.68
1-2,4,500,2,2,0.15,0.13,0.90
1-2,4,501,2,2,0.17,0.09,0.87
1-2,4,502,2,2,0.14,0.13,0.91
1-2,4,503,2,2,0.12,0.13,0.92
1-2,4,504,1,1,0.16,0.50,0.38
1-2,4,505,2,2,0.19,0.16,0.82
1-2,4,506,2,2,0.19,0.16,0.83
1-2,4,507,2,2,0.15,0.10,0.88
1-2,4,508,2,2,0.12,0.13,0.91
1-2,4,509,2,2,0.13,0.24,0.71
1-2,4,510,2,2,0.11,0.13,0.92
1-2,4,511,2,2,0.13,0.23,0.73
1-2,4,512,2,2,0.10,0.12,0.93
1-2,4,513,2,2,0.12,0.21,0.75
1-2,4,514,1,2,0.15,0.30,0.58
1-2,4,515,1,1,0.14,0.51,0.38
1-2,4,516,1,2,0.14,0.38,0.50
1-2,4,517,1,1,0.13,0.59,0.32
1-2,4,518,2,2,0.11,0.32,0.65
1-2,4,519,2,2,0.12,0.12,0.86
1-2,4,520,2,2,0.10,0.17,0.90
1-2,4,521,2,2,0.10,0.16,0.90
1-2,4,522,2,2,0.09,0.17,0.91
1-2,4,523,2,2,0.09,0.16,0.91
1-2,4,524,2,2,0.09,0.16,0.91
1-2,4,525,2,2,0.10,0.15,0.90
1-2,4,526,1,2,0.13,0.39,0.48
1-2,4,527,1,1,0.12,0.60,0.31
1-2,4,528,2,2,0.10,0.32,0.65
1-2,4,529,0,2,0.17,0.34,0.42
1-2,4,530,2,2,0.09,0.16,0.89
1-2,4,531,1,1,0.14,0.42,0.42
1-2,4,532,2,2,0.12,0.13,0.82
1-2,4,533,0,2,0.25,0.26,0.31
1-2,4,534,1,1,0.15,0.60,0.26
1-2,4,535,2,2,0.10,0.19,0.87
1-2,4,536,1,1,0.15,0.46,0.36
1-2,4,537,2,2,0.12,0.35,0.58
1-2,4,538,2,2,0.12,0.32,0.61
1-2,4,539,0,2,0.20,0.34,0.37
1-2,4,540,2,2,0.15,0.11,0.82
1-2,4,541,2,2,0.13,0.28,0.63
1-2,4,542,2,2,0.13,0.26,0.66
1-2,4,543,1,2,0.15,0.40,0.42
1-2,4,544,0,2,0.29,0.25,0.31
1-2,4,545,0,2,0.25,0.30,0.35
1-2,4,546,2,2,0.17,0.26,0.61
1-2,4,547,2,2,0.16,0.24,0.64
1-2,4,548,2,2,0.16,0.23,0.67
1-2,4,549,2,2,0.13,0.13,0.90
1-2,4,550,2,2,0.13,0.12,0.90
1-2,4,551,2,2,0.21,0.14,0.80
1-2,4,552,2,2,0.20,0.14,0.81
1-2,4,553,2,2,0.13,0.11,0.90
1-2,4,554,1,2,0.17,0.36,0.45
1-2,4,555,2,2,0.19,0.16,0.79
1-2,4,556,2,2,0.13,0.23,0.70
1-2,4,557,2,2,0.13,0.22,0.72
1-2,4,558,2,2,0.13,0.21,0.74
1-2,4,559,2,2,0.10,0.12,0.92
1-2,4,560,2,2,0.12,0.11,0.92
1-2,4,561,2,2,0.11,0.11,0.92
1-2,4,562,2,2,0.12,0.20,0.76
1-2,4,563,2,2,0.17,0.13,0.85
1-2,4,564,1,1,0.14,0.49,0.37
1-2,4,565,2,2,0.11,0.11,0.92
1-2,4,566,2,2,0.16,0.14,0.84
1-2,4,567,2,2,0.11,0.20,0.76
1-2,4,568,0,2,0.20,0.23,0.50
1-2,4,569,1,2,0.15,0.35,0.46
1-2,4,570,0,2,0.23,0.25,0.41
1-2,4,571,2,2,0.14,0.21,0.69
1-2,4,572,2,2,0.11,0.11,0.91
1-2,4,573,2,2,0.15,0.07,0.87
1-2,4,574,2,2,0.12,0.11,0.90
1-2,4,575,2,2,0.18,0.13,0.81
1-2,4,576,2,2,0.13,0.19,0.73
1-2,4,577,2,2,0.12,0.10,0.91
1-2,4,578,1,1,0.15,0.50,0.32
1-2,4,579,2,2,0.12,0.20,0.73
1-2,4,580,2,2,0.12,0.20,0.74
1-2,4,581,2,2,0.11,0.10,0.92
1-2,4,582,2,2,0.09,0.11,0.93
1-2,4,583,0,2,0.29,0.18,0.38
1-2,4,584,2,2,0.12,0.10,0.91
1-2,4,585,2,2,0.13,0.18,0.74
1-2,4,586,0,2,0.32,0.17,0.37
1-2,4,587,1,2,0.19,0.34,0.42
1-2,4,588,2,2,0.14,0.11,0.90
1-2,4,589,2,2,0.15,0.20,0.71
1-2,4,590,1,2,0.18,0.38,0.41
1-2,4,591,1,1,0.17,0.56,0.27
1-2,4,592,2,2,0.11,0.14,0.90
1-2,4,593,2,2,0.13,0.23,0.69
1-2,4,594,0,2,0.25,0.26,0.38
1-2,4,595,1,1,0.18,0.56,0.25
1-2,4,596,0,2,0.28,0.27,0.34
1-2,4,597,2,2,0.17,0.22,0.65
1-2,4,598,2,2,0.13,0.12,0.89
1-2,4,599,2,2,0.13,0.12,0.89
1-2,4,600,1,1,0.20,0.42,0.35
1-2,4,601,2,2,0.12,0.14,0.89
1-2,4,602,2,2,0.15,0.23,0.67
1-2,4,603,2,2,0.15,0.22,0.69
1-2,4,604,0,0,0.37,0.21,0.29
1-2,4,605,1,1,0.21,0.42,0.34
1-2,4,606,2,2,0.16,0.23,0.68
1-2,4,607,2,2,0.13,0.13,0.90
1-2,4,608,2,2,0.13,0.13,0.90
1-2,4,609,0,2,0.31,0.26,0.35
1-2,4,610,2,2,0.18,0.20,0.68
1-2,4,611,1,1,0.21,0.56,0.25
1-2,4,612,1,1,0.20,0.59,0.24
1-2,4,613,2,2,0.15,0.13,0.88
1-2,4,614,2,2,0.13,0.14,0.89
1-2,4,615,2,2,0.13,0.13,0.90
1-2,4,616,2,2,0.12,0.13,0.90
1-2,4,617,2,2,0.22,0.16,0.77
1-2,4,618,2,2,0.15,0.22,0.71
1-2,4,619,2,2,0.17,0.07,0.87
1-2,4,620,2,2,0.20,0.15,0.80
1-2,4,621,1,1,0.17,0.58,0.27
1-2,4,622,0,0,0.36,0.23,0.29
1-2,4,623,2,2,0.12,0.12,0.91
1-2,4,624,0,0,0.40,0.21,0.27
1-2,4,625,0,0,0.45,0.21,0.26
1-2,4,626,2,2,0.19,0.10,0.88
1-2,4,627,2,2,0.15,0.11,0.90
1-2,4,628,2,2,0.22,0.07,0.85
1-2,4,629,0,0,0.37,0.23,0.33
1-2,4,630,2,2,0.29,0.13,0.75
1-2,4,631,0,0,0.49,0.18,0.25
1-2,4,632,0,0,0.54,0.18,0.23
1-2,4,633,2,2,0.25,0.17,0.67
1-2,4,634,2,2,0.32,0.12,0.77
1-2,4,635,2,2,0.30,0.11,0.78
1-2,4,636,1,1,0.26,0.38,0.34
1-2,4,637,2,2,0.20,0.19,0.70
1-2,4,638,2,2,0.26,0.13,0.79
1-2,4,639,1,1,0.23,0.55,0.24
1-2,4,640,0,0,0.37,0.24,0.34
1-2,4,641,2,2,0.16,0.11,0.90
1-2,4,642,2,2,0.23,0.06,0.85
1-2,4,643,2,2,0.22,0.06,0.86
1-2,4,644,2,2,0.25,0.13,0.79
1-2,4,645,1,1,0.22,0.56,0.24
1-2,4,646,2,2,0.15,0.11,0.90
1-2,4,647,0,0,0.36,0.24,0.33
1-2,4,648,1,1,0.24,0.44,0.31
1-2,4,649,0,0,0.49,0.22,0.22
1-2,4,650,2,2,0.24,0.07,0.83
1-2,4,651,2,2,0.18,0.11,0.88
1-2,4,652,2,2,0.15,0.12,0.90
1-2,4,653,2,2,0.14,0.11,0.90
1-2,4,654,2,2,0.19,0.20,0.68
1-2,4,655,0,0,0.49,0.20,0.24
1-2,4,656,1,1,0.26,0.44,0.30
1-2,4,657,2,2,0.22,0.07,0.84
1-2,4,658,2,2,0.18,0.21,0.68
1-2,4,659,1,1,0.23,0.60,0.21
1-2,4,660,2,2,0.13,0.13,0.90
1-2,4,661,2,2,0.17,0.22,0.70
1-2,4,662,1,1,0.22,0.49,0.31
1-2,4,663,2,2,0.16,0.23,0.70
1-2,4,664,2,2,0.12,0.13,0.91
1-2,4,665,0,0,0.36,0.26,0.32
1-2,4,666,2,2,0.13,0.12,0.91
1-2,4,667,1,1,0.23,0.49,0.29
1-2,4,668,2,2,0.24,0.17,0.76
1-2,4,669,1,1,0.22,0.64,0.20
1-2,4,670,2,2,0.14,0.13,0.89
1-2,4,671,0,0,0.37,0.29,0.29
1-2,4,672,1,1,0.23,0.65,0.19
1-2,4,673,2,2,0.13,0.14,0.89
1-2,4,674,2,2,0.13,0.14,0.90
1-2,4,675,1,1,0.22,0.54,0.27
1-2,4,676,2,2,0.16,0.26,0.67
1-2,4,677,2,2,0.16,0.24,0.70
1-2,4,678,1,1,0.21,0.66,0.20
1-2,4,679,0,0,0.46,0.26,0.21
1-2,4,680,0,0,0.50,0.25,0.20
1-2,4,681,2,2,0.26,0.16,0.75
1-2,4,682,0,0,0.53,0.23,0.21
1-2,4,683,0,0,0.57,0.22,0.20
1-2,4,684,2,2,0.20,0.11,0.88
1-2,4,685,2,2,0.21,0.20,0.69
1-2,4,686,0,0,0.58,0.21,0.21
1-2,4,687,2,2,0.22,0.19,0.71
1-2,4,688,2,2,0.16,0.10,0.91
1-2,4,689,2,2,0.19,0.09,0.90
1-2,4,690,2,2,0.15,0.10,0.91
1-2,4,691,2,2,0.20,0.17,0.74
1-2,4,692,1,1,0.26,0.46,0.31
1-2,4,693,2,2,0.26,0.14,0.78
1-2,4,694,2,2,0.21,0.06,0.87
1-2,4,695,2,2,0.15,0.10,0.91
1-2,4,696,1,1,0.23,0.62,0.22
1-2,4,697,1,1,0.22,0.53,0.29
1-2,4,698,1,1,0.22,0.67,0.20
1-2,4,699,0,0,0.50,0.26,0.20
1-2,5,0,0,0,0.54,0.32,0.36
1-2,5,1,2,0,0.63,0.27,0.36
1-2,5,2,0,0,0.57,0.26,0.42
1-2,5,3,2,0,0.63,0.29,0.38
1-2,5,4,1,0,0.54,0.23,0.40
1-2,5,5,1,0,0.52,0.29,0.36
1-2,5,6,2,0,0.47,0.31,0.39
1-2,5,7,2,0,0.44,0.27,0.40
1-2,5,8,2,2,0.42,0.33,0.47
1-2,5,9,1,2,0.36,0.26,0.48
1-2,5,10,1,2,0.33,0.30,0.44
1-2,5,11,2,2,0.33,0.33,0.43
1-2,5,12,2,2,0.30,0.30,0.47
1-2,5,13,1,2,0.27,0.30,0.50
1-2,5,14,1,2,0.27,0.38,0.45
1-2,5,15,2,2,0.27,0.39,0.46
1-2,5,16,2,2,0.26,0.36,0.50
1-2,5,17,2,2,0.24,0.39,0.55
1-2,5,18,2,2,0.23,0.29,0.55
1-2,5,19,2,2,0.22,0.28,0.59
1-2,5,20,2,2,0.21,0.28,0.64
1-2,5,21,2,2,0.20,0.25,0.65
1-2,5,22,2,2,0.21,0.31,0.69
1-2,5,23,2,2,0.20,0.25,0.70
1-2,5,24,2,2,0.19,0.24,0.72
1-2,5,25,2,2,0.19,0.27,0.74
1-2,5,26,2,2,0.18,0.25,0.76
1-2,5,27,2,2,0.18,0.21,0.75
1-2,5,28,0,2,0.14,0.21,0.75
1-2,5,29,2,2,0.19,0.22,0.74
1-2,5,30,2,2,0.18,0.17,0.73
1-2,5,31,1,2,0.16,0.18,0.73
1-2,5,32,1,2,0.16,0.20,0.69
1-2,5,33,2,2,0.17,0.23,0.68
1-2,5,34,1,2,0.16,0.25,0.66
1-2,5,35,1,2,0.14,0.26,0.62
1-2,5,36,0,2,0.15,0.29,0.61
1-2,5,37,0,2,0.15,0.29,0.53
1-2,5,38,0,2,0.19,0.25,0.51
1-2,5,39,2,2,0.22,0.23,0.45
1-2,5,40,2,2,0.22,0.24,0.53
1-2,5,41,2,2,0.20,0.21,0.53
1-2,5,42,0,2,0.17,0.23,0.56
1-2,5,43,2,2,0.24,0.25,0.55
1-2,5,44,1,2,0.20,0.20,0.54
1-2,5,45,2,2,0.21,0.21,0.52
1-2,5,46,1,2,0.18,0.23,0.53
1-2,5,47,2,2,0.19,0.23,0.52
1-2,5,48,2,2,0.19,0.28,0.59
1-2,5,49,2,2,0.18,0.21,0.59
1-2,5,50,2,2,0.19,0.26,0.65
1-2,5,51,1,2,0.17,0.24,0.62
1-2,5,52,2,2,0.17,0.22,0.60
1-2,5,53,0,2,0.16,0.23,0.64
1-2,5,54,0,2,0.18,0.22,0.59
1-2,5,55,2,2,0.22,0.22,0.56
1-2,5,56,0,2,0.20,0.20,0.57
1-2,5,57,0,2,0.21,0.21,0.49
1-2,5,58,2,2,0.27,0.20,0.51
1-2,5,59,2,2,0.26,0.19,0.55
1-2,5,60,2,2,0.25,0.21,0.57
1-2,5,61,1,2,0.21,0.18,0.55
1-2,5,62,2,2,0.22,0.18,0.54
1-2,5,63,2,2,0.21,0.18,0.58
1-2,5,64,2,2,0.21,0.17,0.63
1-2,5,65,1,2,0.20,0.21,0.61
1-2,5,66,2,2,0.20,0.25,0.62
1-2,5,67,2,2,0.20,0.24,0.65
1-2,5,68,0,2,0.16,0.20,0.62
1-2,5,69,2,2,0.21,0.22,0.63
1-2,5,70,0,2,0.18,0.18,0.60
1-2,5,71,0,2,0.22,0.16,0.58
1-2,5,72,0,2,0.23,0.17,0.49
1-2,5,73,2,2,0.29,0.17,0.52
1-2,5,74,2,2,0.29,0.19,0.55
1-2,5,75,0,2,0.24,0.16,0.52
1-2,5,76,2,2,0.31,0.14,0.53
1-2,5,77,1,2,0.28,0.17,0.52
1-2,5,78,0,2,0.27,0.16,0.50
1-2,5,79,2,2,0.30,0.19,0.51
1-2,5,80,2,2,0.28,0.18,0.55
1-2,5,81,2,2,0.27,0.16,0.58
1-2,5,82,1,2,0.25,0.18,0.54
1-2,5,83,2,2,0.24,0.20,0.58
1-2,5,84,2,2,0.25,0.20,0.61
1-2,5,85,2,2,0.23,0.19,0.64
1-2,5,86,2,2,0.22,0.19,0.66
1-2,5,87,2,2,0.21,0.14,0.67
1-2,5,88,2,2,0.21,0.18,0.71
1-2,5,89,2,2,0.20,0.17,0.73
1-2,5,90,2,2,0.19,0.13,0.73
1-2,5,91,0,2,0.17,0.14,0.69
1-2,5,92,0,2,0.19,0.14,0.64
1-2,5,93,0,2,0.22,0.13,0.58
1-2,5,94,2,2,0.26,0.12,0.59
1-2,5,95,1,2,0.23,0.14,0.60
1-2,5,96,2,2,0.24,0.14,0.57
1-2,5,97,1,2,0.21,0.15,0.58
1-2,5,98,2,2,0.23,0.19,0.60
1-2,5,99,1,2,0.21,0.18,0.55
1-2,5,100,2,2,0.21,0.19,0.58
1-2,5,101,2,2,0.20,0.18,0.61
1-2,5,102,2,2,0.20,0.20,0.65
1-2,5,103,0,2,0.19,0.15,0.62
1-2,5,104,0,2,0.21,0.16,0.52
1-2,5,105,2,2,0.24,0.15,0.54
1-2,5,106,0,2,0.24,0.14,0.56
1-2,5,107,2,2,0.27,0.17,0.58
1-2,5,108,2,2,0.27,0.17,0.61
1-2,5,109,2,2,0.24,0.16,0.64
1-2,5,110,2,2,0.24,0.12,0.64
1-2,5,111,1,2,0.20,0.15,0.62
1-2,5,112,1,2,0.19,0.16,0.57
1-2,5,113,2,2,0.22,0.21,0.60
1-2,5,114,2,2,0.20,0.19,0.64
1-2,5,115,2,2,0.19,0.15,0.61
1-2,5,116,0,2,0.19,0.15,0.63
1-2,5,117,1,2,0.19,0.17,0.56
1-2,5,118,0,2,0.20,0.18,0.48
1-2,5,119,2,2,0.25,0.20,0.55
1-2,5,120,2,2,0.22,0.19,0.60
1-2,5,121,0,2,0.22,0.16,0.50
1-2,5,122,1,2,0.25,0.19,0.48
1-2,5,123,1,2,0.21,0.19,0.45
1-2,5,124,0,2,0.24,0.19,0.42
1-2,5,125,2,2,0.28,0.18,0.43
1-2,5,126,2,2,0.25,0.20,0.51
1-2,5,127,0,2,0.24,0.19,0.43
1-2,5,128,2,2,0.27,0.17,0.47
1-2,5,129,1,2,0.23,0.19,0.47
1-2,5,130,0,2,0.27,0.19,0.44
1-2,5,131,2,2,0.30,0.23,0.49
1-2,5,132,2,2,0.27,0.21,0.54
1-2,5,133,1,2,0.26,0.21,0.46
1-2,5,134,2,2,0.24,0.20,0.48
1-2,5,135,0,2,0.24,0.20,0.44
1-2,5,136,2,2,0.29,0.18,0.50
1-2,5,137,2,2,0.26,0.22,0.59
1-2,5,138,2,2,0.24,0.17,0.57
1-2,5,139,2,2,0.23,0.20,0.66
1-2,5,140,2,2,0.23,0.20,0.68
1-2,5,141,2,2,0.22,0.20,0.70
1-2,5,142,1,2,0.18,0.18,0.63
1-2,5,143,2,2,0.20,0.19,0.65
1-2,5,144,2,2,0.20,0.21,0.70
1-2,5,145,1,2,0.19,0.21,0.61
1-2,5,146,1,2,0.16,0.22,0.58
1-2,5,147,2,2,0.18,0.26,0.63
1-2,5,148,2,2,0.18,0.25,0.66
1-2,5,149,2,2,0.16,0.19,0.63
1-2,5,150,2,2,0.16,0.19,0.66
1-2,5,151,2,2,0.16,0.23,0.73
1-2,5,152,2,2,0.16,0.22,0.74
1-2,5,153,2,2,0.16,0.16,0.73
1-2,5,154,2,2,0.15,0.18,0.74
1-2,5,155,2,2,0.15,0.15,0.76
1-2,5,156,1,2,0.12,0.19,0.71
1-2,5,157,2,2,0.15,0.17,0.74
1-2,5,158,2,2,0.14,0.22,0.77
1-2,5,159,2,2,0.14,0.21,0.78
1-2,5,160,2,2,0.14,0.20,0.79
1-2,5,161,2,2,0.13,0.16,0.75
1-2,5,162,2,2,0.13,0.19,0.81
1-2,5,163,2,2,0.13,0.18,0.81
1-2,5,164,2,2,0.12,0.17,0.82
1-2,5,165,2,2,0.13,0.17,0.82
1-2,5,166,2,2,0.12,0.17,0.83
1-2,5,167,1,2,0.12,0.17,0.75
1-2,5,168,2,2,0.11,0.18,0.81
1-2,5,169,2,2,0.12,0.17,0.78
1-2,5,170,2,2,0.12,0.18,0.82
1-2,5,171,1,2,0.11,0.18,0.73
1-2,5,172,2,2,0.12,0.18,0.76
1-2,5,173,0,2,0.11,0.16,0.69
1-2,5,174,2,2,0.12,0.15,0.72
1-2,5,175,2,2,0.12,0.18,0.78
1-2,5,176,1,2,0.10,0.17,0.70
1-2,5,177,2,2,0.12,0.18,0.72
1-2,5,178,2,2,0.12,0.18,0.74
1-2,5,179,2,2,0.12,0.15,0.76
1-2,5,180,1,2,0.11,0.20,0.68
1-2,5,181,2,2,0.11,0.18,0.70
1-2,5,182,2,2,0.11,0.21,0.77
1-2,5,183,2,2,0.11,0.20,0.78
1-2,5,184,1,2,0.09,0.19,0.70
1-2,5,185,2,2,0.10,0.22,0.76
1-2,5,186,2,2,0.11,0.19,0.73
1-2,5,187,2,2,0.10,0.21,0.78
1-2,5,188,2,2,0.10,0.19,0.79
1-2,5,189,2,2,0.10,0.16,0.75
1-2,5,190,2,2,0.10,0.15,0.76
1-2,5,191,1,2,0.08,0.18,0.73
1-2,5,192,2,2,0.10,0.19,0.75
1-2,5,193,2,2,0.10,0.19,0.76
1-2,5,194,2,2,0.10,0.15,0.78
1-2,5,195,1,2,0.09,0.21,0.70
1-2,5,196,1,2,0.09,0.24,0.66
1-2,5,197,0,2,0.10,0.21,0.66
1-2,5,198,2,2,0.10,0.20,0.63
1-2,5,199,1,2,0.10,0.26,0.58
1-2,5,200,2,2,0.10,0.27,0.68
1-2,5,201,0,2,0.10,0.23,0.54
1-2,5,202,1,2,0.09,0.25,0.53
1-2,5,203,2,2,0.11,0.29,0.62
1-2,5,204,1,2,0.09,0.27,0.51
1-2,5,205,0,2,0.11,0.27,0.43
1-2,5,206,2,2,0.12,0.23,0.52
1-2,5,207,2,2,0.11,0.24,0.54
1-2,5,208,1,2,0.09,0.28,0.51
1-2,5,209,2,2,0.12,0.28,0.57
1-2,5,210,1,2,0.11,0.32,0.48
1-2,5,211,1,2,0.11,0.37,0.44
1-2,5,212,1,2,0.09,0.39,0.42
1-2,5,213,2,2,0.11,0.39,0.50
1-2,5,214,2,2,0.11,0.40,0.57
1-2,5,215,2,2,0.11,0.37,0.61
1-2,5,216,2,2,0.11,0.34,0.64
1-2,5,217,0,2,0.11,0.28,0.49
